current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,sess_num,is_not_last_trial,all_blanks_list
all_stimuli/MST_pairs2/pair_17_21_0.png,1,0,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_50734.jpg,0,1,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_42224.jpg,0,2,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_15506.jpg,1,3,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_59046.jpg,1,4,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_45_w_pagoda2.jpg,1,5,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_64880.jpg,1,6,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_47687.jpg,1,7,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_22879.jpg,0,8,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,9,1,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_5034.jpg,0,10,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_25284.jpg,0,11,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_31801.jpg,0,12,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/closest_pairs2/set_3_closest_to_pair_43_image_cocoid_49969.png,0,13,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_49944.jpg,0,14,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_28096.jpg,1,15,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_61133.jpg,1,16,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_67742.jpg,1,17,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_38297.jpg,1,18,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_53773.jpg,0,19,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_39_w_corridor1.jpg,1,20,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,21,1,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/closest_pairs2/set_2_closest_to_pair_7_image_cocoid_7774.png,0,22,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_70095.jpg,0,23,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_10244.jpg,1,24,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_58404.jpg,1,25,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_34829.jpg,0,26,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_66836.jpg,0,27,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_19_nsd_25_1_cocoid_45006.png,1,28,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_36623.jpg,0,29,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_17_21_0.png,1,30,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,31,1,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_31064.png,0,32,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_69813.jpg,1,33,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_5034.jpg,1,34,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_5_8_78.png,1,35,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_63931.jpg,0,36,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_64893.png,0,37,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_47_w_roller_coaster2.jpg,1,38,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_37221.jpg,0,39,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_33_nsd_777_2_cocoid_26473.png,1,40,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_33_nsd_777_1_cocoid_68844.png,1,41,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_8006.jpg,0,42,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_55526.jpg,1,43,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/closest_pairs2/set_1_closest_to_pair_19_image_cocoid_47155.png,0,44,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,45,1,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_35_nsd_886_1_cocoid_4409.png,1,46,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_45356.jpg,0,47,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_24560.jpg,0,48,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_51185.jpg,1,49,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/closest_pairs2/set_2_closest_to_pair_43_image_cocoid_36023.png,0,50,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_15939.jpg,0,51,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_39_w_corridor1.jpg,1,52,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_48802.jpg,0,53,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_21_nsd_48_1_cocoid_4899.png,1,54,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_27568.jpg,0,55,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,56,1,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_23715.jpg,1,57,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_69214.jpg,0,58,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/shared1000_notspecial/notspecial_5878.png,0,59,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/closest_pairs2/set_1_closest_to_pair_31_image_cocoid_37178.png,0,60,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_5034.jpg,1,61,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_30632.jpg,1,62,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_53155.jpg,1,63,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_53152.jpg,1,64,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/MST_pairs2/pair_21_nsd_48_2_cocoid_71030.png,1,65,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_62209.jpg,0,66,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
all_stimuli/special515/special_66773.jpg,0,67,0,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,68,1,0,14,3,1,"[9, 21, 31, 45, 56, 68, 69]"
blank.jpg,0,69,1,1,14,3,0,"[9, 21, 31, 45, 56, 68, 69]"
